ID,Nome,Idade,Sexo,Sobrevivente,Pais e Filhos,Irmãos e Cônjuges,Classe,Passagem,Local de Embarque,Tarifa,Cabine
786,Mr. Abraham (David Lishin) Harmer,25.0,Masculino,False,0,0,3ª,374887,Southampton,7.25,
787,Miss. Anna Sofia Sjoblom,18.0,Feminino,True,0,0,3ª,3101265,Southampton,7.4958,
788,Master. George Hugh Rice,8.0,Masculino,False,1,4,3ª,382652,Queenstown,29.125,
789,Master. Bertram Vere Dean,1.0,Masculino,True,2,1,3ª,C.A. 2315,Southampton,20.575,
790,Mr. Benjamin Guggenheim,46.0,Masculino,False,0,0,1ª,PC 17593,Cherbourg,79.2,B82 B84
791,"Mr. Andrew ""Andy"" Keane",,Masculino,False,0,0,3ª,12460,Queenstown,7.75,
792,Mr. Alfred Gaskell,16.0,Masculino,False,0,0,2ª,239865,Southampton,26.0,
793,Miss. Stella Anna Sage,,Feminino,False,2,8,3ª,CA. 2343,Southampton,69.55,
794,Mr. William Fisher Hoyt,,Masculino,False,0,0,1ª,PC 17600,Cherbourg,30.6958,
795,Mr. Ristiu Dantcheff,25.0,Masculino,False,0,0,3ª,349203,Southampton,7.8958,
796,Mr. Richard Otter,39.0,Masculino,False,0,0,2ª,28213,Southampton,13.0,
797,Dr. Alice (Farnham) Leader,49.0,Feminino,True,0,0,1ª,17465,Southampton,25.9292,D17
798,Mrs. Mara Osman,31.0,Feminino,True,0,0,3ª,349244,Southampton,8.6833,
799,Mr. Yousseff Ibrahim Shawah,30.0,Masculino,False,0,0,3ª,2685,Cherbourg,7.2292,
800,Mrs. Jean Baptiste (Rosalie Paula Govaert) Van Impe,30.0,Feminino,False,1,1,3ª,345773,Southampton,24.15,
801,Mr. Martin Ponesell,34.0,Masculino,False,0,0,2ª,250647,Southampton,13.0,
802,Mrs. Harvey (Charlotte Annie Tate) Collyer,31.0,Feminino,True,1,1,2ª,C.A. 31921,Southampton,26.25,
803,Master. William Thornton II Carter,11.0,Masculino,True,2,1,1ª,113760,Southampton,120.0,B96 B98
804,Master. Assad Alexander Thomas,0.42,Masculino,True,1,0,3ª,2625,Cherbourg,8.5167,
805,Mr. Oskar Arvid Hedman,27.0,Masculino,True,0,0,3ª,347089,Southampton,6.975,
806,Mr. Karl Johan Johansson,31.0,Masculino,False,0,0,3ª,347063,Southampton,7.775,
807,Mr. Thomas Jr Andrews,39.0,Masculino,False,0,0,1ª,112050,Southampton,0.0,A36
808,Miss. Ellen Natalia Pettersson,18.0,Feminino,False,0,0,3ª,347087,Southampton,7.775,
809,Mr. August Meyer,39.0,Masculino,False,0,0,2ª,248723,Southampton,13.0,
810,Mrs. Norman Campbell (Bertha Griggs) Chambers,33.0,Feminino,True,0,1,1ª,113806,Southampton,53.1,E8
811,Mr. William Alexander,26.0,Masculino,False,0,0,3ª,3474,Southampton,7.8875,
812,Mr. James Lester,39.0,Masculino,False,0,0,3ª,A/4 48871,Southampton,24.15,
813,Mr. Richard James Slemen,35.0,Masculino,False,0,0,2ª,28206,Southampton,10.5,
814,Miss. Ebba Iris Alfrida Andersson,6.0,Feminino,False,2,4,3ª,347082,Southampton,31.275,
815,Mr. Ernest Portage Tomlin,30.5,Masculino,False,0,0,3ª,364499,Southampton,8.05,
816,Mr. Richard Fry,,Masculino,False,0,0,1ª,112058,Southampton,0.0,B102
817,Miss. Wendla Maria Heininen,23.0,Feminino,False,0,0,3ª,STON/O2. 3101290,Southampton,7.925,
818,Mr. Albert Mallet,31.0,Masculino,False,1,1,2ª,S.C./PARIS 2079,Cherbourg,37.0042,
819,Mr. John Fredrik Alexander Holm,43.0,Masculino,False,0,0,3ª,C 7075,Southampton,6.45,
820,Master. Karl Thorsten Skoog,10.0,Masculino,False,2,3,3ª,347088,Southampton,27.9,
821,Mrs. Charles Melville (Clara Jennings Gregg) Hays,52.0,Feminino,True,1,1,1ª,12749,Southampton,93.5,B69
822,Mr. Nikola Lulic,27.0,Masculino,True,0,0,3ª,315098,Southampton,8.6625,
823,Jonkheer. John George Reuchlin,38.0,Masculino,False,0,0,1ª,19972,Southampton,0.0,
824,Mrs. (Beila) Moor,27.0,Feminino,True,1,0,3ª,392096,Southampton,12.475,E121
825,Master. Urho Abraham Panula,2.0,Masculino,False,1,4,3ª,3101295,Southampton,39.6875,
826,Mr. John Flynn,,Masculino,False,0,0,3ª,368323,Queenstown,6.95,
827,Mr. Len Lam,,Masculino,False,0,0,3ª,1601,Southampton,56.4958,
828,Master. Andre Mallet,1.0,Masculino,True,2,0,2ª,S.C./PARIS 2079,Cherbourg,37.0042,
829,Mr. Thomas Joseph McCormack,,Masculino,True,0,0,3ª,367228,Queenstown,7.75,
830,Mrs. George Nelson (Martha Evelyn) Stone,62.0,Feminino,True,0,0,1ª,113572,Southampton,80.0,B28
831,Mrs. Antoni (Selini Alexander) Yasbeck,15.0,Feminino,True,0,1,3ª,2659,Cherbourg,14.4542,
832,Master. George Sibley Richards,0.83,Masculino,True,1,1,2ª,29106,Southampton,18.75,
833,Mr. Amin Saad,,Masculino,False,0,0,3ª,2671,Cherbourg,7.2292,
834,Mr. Albert Augustsson,23.0,Masculino,False,0,0,3ª,347468,Southampton,7.8542,
835,Mr. Owen George Allum,18.0,Masculino,False,0,0,3ª,2223,Southampton,8.3,
836,Miss. Sara Rebecca Compton,39.0,Feminino,True,1,1,1ª,PC 17756,Cherbourg,83.1583,E49
837,Mr. Jakob Pasic,21.0,Masculino,False,0,0,3ª,315097,Southampton,8.6625,
838,Mr. Maurice Sirota,,Masculino,False,0,0,3ª,392092,Southampton,8.05,
839,Mr. Chang Chip,32.0,Masculino,True,0,0,3ª,1601,Southampton,56.4958,
840,Mr. Pierre Marechal,,Masculino,True,0,0,1ª,11774,Cherbourg,29.7,C47
841,Mr. Ilmari Rudolf Alhomaki,20.0,Masculino,False,0,0,3ª,SOTON/O2 3101287,Southampton,7.925,
842,Mr. Thomas Charles Mudd,16.0,Masculino,False,0,0,2ª,S.O./P.P. 3,Southampton,10.5,
843,Miss. Augusta Serepeca,30.0,Feminino,True,0,0,1ª,113798,Cherbourg,31.0,
844,Mr. Peter L Lemberopolous,34.5,Masculino,False,0,0,3ª,2683,Cherbourg,6.4375,
845,Mr. Jeso Culumovic,17.0,Masculino,False,0,0,3ª,315090,Southampton,8.6625,
846,Mr. Anthony Abbing,42.0,Masculino,False,0,0,3ª,C.A. 5547,Southampton,7.55,
847,Mr. Douglas Bullen Sage,,Masculino,False,2,8,3ª,CA. 2343,Southampton,69.55,
848,Mr. Marin Markoff,35.0,Masculino,False,0,0,3ª,349213,Cherbourg,7.8958,
849,Rev. John Harper,28.0,Masculino,False,1,0,2ª,248727,Southampton,33.0,
850,Mrs. Samuel L (Edwiga Grabowska) Goldenberg,,Feminino,True,0,1,1ª,17453,Cherbourg,89.1042,C92
851,Master. Sigvard Harald Elias Andersson,4.0,Masculino,False,2,4,3ª,347082,Southampton,31.275,
852,Mr. Johan Svensson,74.0,Masculino,False,0,0,3ª,347060,Southampton,7.775,
853,Miss. Nourelain Boulos,9.0,Feminino,False,1,1,3ª,2678,Cherbourg,15.2458,
854,Miss. Mary Conover Lines,16.0,Feminino,True,1,0,1ª,PC 17592,Southampton,39.4,D28
855,Mrs. Ernest Courtenay (Lilian Hughes) Carter,44.0,Feminino,False,0,1,2ª,244252,Southampton,26.0,
856,Mrs. Sam (Leah Rosen) Aks,18.0,Feminino,True,1,0,3ª,392091,Southampton,9.35,
857,Mrs. George Dennick (Mary Hitchcock) Wick,45.0,Feminino,True,1,1,1ª,36928,Southampton,164.8667,
858,Mr. Peter Denis  Daly,51.0,Masculino,True,0,0,1ª,113055,Southampton,26.55,E17
859,Mrs. Solomon (Latifa Qurban) Baclini,24.0,Feminino,True,3,0,3ª,2666,Cherbourg,19.2583,
860,Mr. Raihed Razi,,Masculino,False,0,0,3ª,2629,Cherbourg,7.2292,
861,Mr. Claus Peter Hansen,41.0,Masculino,False,0,2,3ª,350026,Southampton,14.1083,
862,Mr. Frederick Edward Giles,21.0,Masculino,False,0,1,2ª,28134,Southampton,11.5,
863,Mrs. Frederick Joel (Margaret Welles Barron) Swift,48.0,Feminino,True,0,0,1ª,17466,Southampton,25.9292,D17
864,"Miss. Dorothy Edith ""Dolly"" Sage",,Feminino,False,2,8,3ª,CA. 2343,Southampton,69.55,
865,Mr. John William Gill,24.0,Masculino,False,0,0,2ª,233866,Southampton,13.0,
866,Mrs. (Karolina) Bystrom,42.0,Feminino,True,0,0,2ª,236852,Southampton,13.0,
867,Miss. Asuncion Duran y More,27.0,Feminino,True,0,1,2ª,SC/PARIS 2149,Cherbourg,13.8583,
868,Mr. Washington Augustus II Roebling,31.0,Masculino,False,0,0,1ª,PC 17590,Southampton,50.4958,A24
869,Mr. Philemon van Melkebeke,,Masculino,False,0,0,3ª,345777,Southampton,9.5,
870,Master. Harold Theodor Johnson,4.0,Masculino,True,1,1,3ª,347742,Southampton,11.1333,
871,Mr. Cerin Balkic,26.0,Masculino,False,0,0,3ª,349248,Southampton,7.8958,
872,Mrs. Richard Leonard (Sallie Monypeny) Beckwith,47.0,Feminino,True,1,1,1ª,11751,Southampton,52.5542,D35
873,Mr. Frans Olof Carlsson,33.0,Masculino,False,0,0,1ª,695,Southampton,5.0,B51 B53 B55
874,Mr. Victor Vander Cruyssen,47.0,Masculino,False,0,0,3ª,345765,Southampton,9.0,
875,Mrs. Samuel (Hannah Wizosky) Abelson,28.0,Feminino,True,0,1,2ª,P/PP 3381,Cherbourg,24.0,
876,"Miss. Adele Kiamie ""Jane"" Najib",15.0,Feminino,True,0,0,3ª,2667,Cherbourg,7.225,
877,Mr. Alfred Ossian Gustafsson,20.0,Masculino,False,0,0,3ª,7534,Southampton,9.8458,
878,Mr. Nedelio Petroff,19.0,Masculino,False,0,0,3ª,349212,Southampton,7.8958,
879,Mr. Kristo Laleff,,Masculino,False,0,0,3ª,349217,Southampton,7.8958,
880,Mrs. Thomas Jr (Lily Alexenia Wilson) Potter,56.0,Feminino,True,1,0,1ª,11767,Cherbourg,83.1583,C50
881,Mrs. William (Imanita Parrish Hall) Shelley,25.0,Feminino,True,1,0,2ª,230433,Southampton,26.0,
882,Mr. Johann Markun,33.0,Masculino,False,0,0,3ª,349257,Southampton,7.8958,
883,Miss. Gerda Ulrika Dahlberg,22.0,Feminino,False,0,0,3ª,7552,Southampton,10.5167,
884,Mr. Frederick James Banfield,28.0,Masculino,False,0,0,2ª,C.A./SOTON 34068,Southampton,10.5,
885,Mr. Henry Jr Sutehall,25.0,Masculino,False,0,0,3ª,SOTON/OQ 392076,Southampton,7.05,
886,Mrs. William (Margaret Norton) Rice,39.0,Feminino,False,5,0,3ª,382652,Queenstown,29.125,
887,Rev. Juozas Montvila,27.0,Masculino,False,0,0,2ª,211536,Southampton,13.0,
888,Miss. Margaret Edith Graham,19.0,Feminino,True,0,0,1ª,112053,Southampton,30.0,B42
889,"Miss. Catherine Helen ""Carrie"" Johnston",,Feminino,False,2,1,3ª,W./C. 6607,Southampton,23.45,
890,Mr. Karl Howell Behr,26.0,Masculino,True,0,0,1ª,111369,Cherbourg,30.0,C148
891,Mr. Patrick Dooley,32.0,Masculino,False,0,0,3ª,370376,Queenstown,7.75,
